stringKey,stringContent
GOODSUSEFUNCTION_PUTONEQUIP_TELESCOPE_1,Regardez plus loin.
GOODSUSEFUNCTION_PUTONEQUIP_TELESCOPE_2,Meilleure vue.
GOODSADDFUNCTION_TELESCOPE_1,Nouvelles compétences. Clairvoyance.
GOODSADDFUNCTION_TELESCOPE_2,"Pas de clairvoyance, dix mètres doivent être là."
GOODSREMOVEFUNCTION_TELESCOPE_1,Ne peut pas regarder plus loin.
GOODSREMOVEFUNCTION_TELESCOPE_2,Vous n’êtes pas à l’aise de porter?
GOODSUSEFUNCTION_PUTONEQUIP_WIG_1,Être fabuleux.
GOODSUSEFUNCTION_PUTONEQUIP_WIG_2,Chai yu hennang.
GOODSUSEFUNCTION_PUTONEQUIP_WIG_3,Yushu avec le vent.
GOODSUSEFUNCTION_PUTONEQUIP_WIG_4,Levez la tête.
GOODSUSEFUNCTION_PUTONEQUIP_WIG_5,Le professionnel.
GOODSUSEFUNCTION_PUTONEQUIP_WIG_6,"L’homme repose sur ses cheveux, le cheval sur sa selle."
GOODSUSEFUNCTION_PUTONEQUIP_WIG_7,Il peut y avoir une amélioration intellectuelle.
GOODSUSEFUNCTION_PUTONEQUIP_WIG_8,Intelligence +1.
GOODSADDFUNCTION_WIG_1,De bonnes choses.
GOODSADDFUNCTION_WIG_2,Enfin trouvé.
GOODSADDFUNCTION_WIG_3,Pas mal.
GOODSADDFUNCTION_WIG_OTHER_1,Une perruque?
GOODSADDFUNCTION_WIG_OTHER_2,La perruque doit être portée par {JOB_LOBBYIST}.
GOODSADDFUNCTION_WIG_OTHER_3,Une perruque pour {JOB_LOBBYIST}?
GOODSREMOVEFUNCTION_WIG_1,Intelligence -1.
GOODSREMOVEFUNCTION_WIG_2,Tête froide.
GOODSREMOVEFUNCTION_WIG_3,Je ne Me Sens plus professionnel.
GOODSREMOVEFUNCTION_WIG_4,Ressenti une diminution de l’intelligence.
GOODSREMOVEFUNCTION_WIG_5,La perruque brûlée est comme les cheveux brûlés.
GOODSREMOVEFUNCTION_WIG_6,Il n’est pas dommage de jeter la perruque.
GOODSREMOVEFUNCTION_WIG_7,Il est professionnel sans perruque.
GOODSREMOVEFUNCTION_WIG_8,Les professionnels ne peuvent pas compter sur des perruques.
GOODSADDFUNCTION_FOOT_1,Celui-ci sait comment aller.
GOODSADDFUNCTION_FOOT_2,Cette chaussure est-elle si haut de gamme? Capable de naviguer?
GOODSADDFUNCTION_FOOT_3,Cette chaussure de navigation a-t-elle besoin d’une alimentation?
GOODSADDFUNCTION_FOOT_4,Est-ce lancer des chaussures de navigation?
GOODSADDFUNCTION_FOOT_5,Comment se déplacer? Savoir avec des chaussures.
GOODSREMOVEFUNCTION_FOOT_1,Pieds nus.
GOODSREMOVEFUNCTION_FOOT_2,Ne peut plus naviguer.
GOODSREMOVEFUNCTION_FOOT_3,"Les chaussures jetées, disparaissent simplement; Navigation perdue, marchez vous-même pas à pas."
CANNOT_WEAR_IT_LOBBYIST_WIG_1,"Impossible à porter, {JOB_LOBBYIST} perruque dédiée."
CANNOT_WEAR_IT_LOBBYIST_WIG_2,Voici une perruque pour {JOB_LOBBYIST}.
BAG_IS_FULL,"Le sac à dos est plein, il n’est pas possible de transporter plus d’articles."
BAG_ADD,Obtenu en: %s.
BAG_REMOVE,Jeter: %s.
BAG_USE,Utilisation: %s.
TOP_BUTTON,Le bouton supérieur
BOTTOM_BUTTON,Bouton en bas
CLEAR_BUTTON,Vider le bouton
AVATAR_DESCRIPTION_1,"Je suis le serpent, le serpent fort. Je suis l’aîné des trois frères."
AVATAR_DESCRIPTION_2,"Je courrai comme les nuages du ciel, avec la pluie et la pluie."
AVATAR_DESCRIPTION_3,"J’ai commencé à étudier les classiques, la musique et la peinture."
AVATAR_DESCRIPTION_4,"Avocat, footballeur, et ma perruque."
AVATAR_DESCRIPTION_8,Je suis un homme d’affaires et le commerce équitable est mon credo.
AVATAR_DESCRIPTION_6,"Je suis le serpent, le serpent fort, le serpent en armure. Je suis le deuxième des trois frères."
AVATAR_DESCRIPTION_7,"Je suis le serpent, le serpent fort, le serpent vêtu d’une armure et d’un bras robotique. Je suis le troisième des trois frères."
AVATAR_DESCRIPTION_5,La vitesse est la première priorité. Mes Apprentis sont très forts. J’ai toujours cherché loin.
AVATAR_DESCRIPTION_9,Parlez avec moi si vous le souhaitez. Mon chien court souvent. L’avez-vous vu?
AVATAR_DESCRIPTION_10,"Nous ne sommes pas des parasites, nous flottant."
AVATAR_DESCRIPTION_11,"Nous ne sommes pas des parasites, nous sommes vivants."
AVATAR_DESCRIPTION_12,"Nous ne sommes pas des parasites, pour l’idéal nous."
AVATAR_DESCRIPTION_13,"Nous ne sommes pas des parasites, nous aimons ce qui nous arrive."
AVATAR_DESCRIPTION_14,Nous ne sommes pas des ravageurs et le manteau est chaud pour le vent.
AVATAR_DESCRIPTION_15,Nous ne sommes pas des ravageurs. Le ravage est une expérience.
AVATAR_DESCRIPTION_16,Nous ne sommes pas des ravageurs qui ne regardent pas vers l’avenir.
AVATAR_DESCRIPTION_17,"Nous ne sommes pas un parasite, dommage, c’est une attitude."
AVATAR_DESCRIPTION_18,"Je serai comme les étoiles du ciel, universel et vaste."
AVATAR_DESCRIPTION_19,La princesse n’est pas une profession solitaire. La princesse a aussi beaucoup de bons amis.
AVATAR_DESCRIPTION_20,Cette opération doit être menée en secret et ne pas être exposée.
AVATAR_DESCRIPTION_21,"Nous ne sommes pas des parasites, nous sommes un sur un million."
AVATAR_DESCRIPTION_22,Nous ne sommes pas des parasites. Nous sommes jeunes et prometteurs.
AVATAR_DESCRIPTION_23,"Nous ne sommes pas un parasite, réparation, une vie."
AVATAR_DESCRIPTION_24,"Nous ne sommes pas un parasite, pour, est une vie, mais aussi une attitude."
AVATAR_DESCRIPTION_25,"Je suis le roi, {NAME_1} vous souhaite la bienvenue."
AVATAR_DESCRIPTION_26,"Je suis reine, {NAME_1} vous souhaite la bienvenue."
AVATAR_DESCRIPTION_27,Je suis la grande princesse et le trône est à moi.
AVATAR_DESCRIPTION_28,Vous devez avoir faim. Vous voulez manger quelque chose? Dites-le moi.
AVATAR_DESCRIPTION_29,"Le service est mon but. Mon chapeau est beau, je n’aurai pas besoin de ces perruques."
ADDAVATARFROMSCENE_ADD_TEAM_MEMBERS,Nouveaux membres ajoutés à l’équipe: %s.
TEAM_MEMBERS_REPEATEDLY,Les membres de l’équipe ne peuvent pas être ajoutés plusieurs fois: %s.
MAXIMUM_OF_AVATAR,Équipe maximum %s personnes.
TIPS_STRING_AND_FLAG,","
NO_JOURNALRECORDBOOK,Pas {NAME_AVATAR_31}.
NO_BAG,Pas {NAME_AVATAR_30}.
SCENE_CONTENT_1_HOME,Il y a une grande force dans la maison.
SCENE_CONTENT_3_HOME,Il y a une table à la maison. La table est {NAME_AVATAR_31}.
SCENE_CONTENT_4_HOME,Le lit de la maison a {NAME_AVATAR_30}.
SCENE_CONTENT_3_HOME_COURTYARD,La cour de la maison a {NAME_AVATAR_2}.
SCENE_CONTENT_CHORD_SQUARE,Les petits compagnons se réunissent souvent ici.
SCENE_CONTENT_STAVE_AVENUE,La route vers l’inconnu. On dit qu’il y a plusieurs sentiers.
SCENE_CONTENT_HALL_OF_MELODY,Voici le palais de {NAME_1} avec beaucoup de chambres.
SCENE_CONTENT_CLINKER_VALLEY,"Lieu d’exil, où l’on peut trouver ceux que l’on veut."
SCENE_CONTENT_CRACKING_VOICE_RIDGE,"Désert, jungle dense."
SCENE_CONTENT_PLAY_CHESS,"Où essayer, la chance est avec vous."
PLANET_47,La planète 47
PLAYCHESSSUCCESSFUNCTION_AVATAR_9_STRING,Le succès n’est jamais facile.
PLAYCHESSFAILUREFUNCTION_AVATAR_9_STRING,L’échec ne dure pas éternellement.
I_LIKE_LOBBYIST,J’aime les gens qui parlent.
IS_DOG1,"Vous aimez courir librement, la pluie et le vent, cher petit compagnon, c’est vous?"
YOU_ARE_A_TALL_FELLOW,Vous êtes un homme supérieur!
WINS_AND_LOSSES_ARE_COMMON_1,Gagner ou perdre est une chose constante.
WINS_AND_LOSSES_ARE_COMMON_2,La vitesse est la première priorité.
WINS_AND_LOSSES_ARE_COMMON_3,Mes Apprentis sont très forts.
WINS_AND_LOSSES_ARE_COMMON_4,J’ai toujours cherché loin.
I_DONOT_HAVE_MY_BEST_FRIEND_HERE,Je vais marcher avec mon meilleur petit compagnon.
PLAYCHESSSTARTWORDSKEY_NPCARTICLE_1_1,Ouvrez le bar.
PLAYCHESSSTARTWORDSKEY_NPCARTICLE_1_2,Ouvrez-le.
PLAYCHESSSTARTWORDSKEY_NPCARTICLE_2_1,La connaissance est le pouvoir.
PLAYCHESSSTARTWORDSKEY_NPCARTICLE_2_2,Les enregistrements sont une vie.
PLAYCHESSSTARTWORDSKEY_NPCARTICLE_3_1,Isoler un monde.
PLAYCHESSSTARTWORDSKEY_NPCARTICLE_3_2,Réservez une part de sérénité.
PLAYCHESSSTARTWORDSKEY_NPCARTICLE_9_1,Chaussures de fer sans recherche.
PLAYCHESSSTARTWORDSKEY_NPCARTICLE_9_2,Il ne prend pas beaucoup de temps.
PLAYCHESSSTARTWORDSKEY_NPCARTICLE_10_1,Lettres de camarades de classe.
PLAYCHESSSTARTWORDSKEY_NPCARTICLE_10_2,Lettre d’un ami.
PLAYCHESSSTARTWORDSKEY_NPCARTICLE_11_1,Le silence.
PLAYCHESSSTARTWORDSKEY_NPCARTICLE_11_2,Le silence.
PLAYCHESSSTARTWORDSKEY_NPCARTICLE_11_3,La répétition est la magie de la victoire.
PLAYCHESSSTARTWORDSKEY_NPCARTICLE_11_4,Il y a un secret pour faire les choses.
PLAYCHESSSTARTWORDSKEY_NPCARTICLE_11_5,"Plus vite, plus vite."
PLAYCHESSFAILUREFUNCTION_NPCARTICLE_ODETOJOY,"Je suis le gardien de {NAME_1}, le fidèle gardien du roi."
PLAYCHESSSTARTWORDSKEY_AVATAR_1_1,Doit vaincre.
PLAYCHESSSTARTWORDSKEY_AVATAR_1_2,Doit gagner.
PLAYCHESSSTARTWORDSKEY_AVATAR_2_1,La chance est à toucher.
PLAYCHESSSTARTWORDSKEY_AVATAR_2_2,La chance est aussi à toucher.
PLAYCHESSSTARTWORDSKEY_AVATAR_3_1,J’ai calculé Mes Chances de gagner.
PLAYCHESSSTARTWORDSKEY_AVATAR_3_2,C’est aussi une occasion d’apprendre.
PLAYCHESSSTARTWORDSKEY_AVATAR_4_1,"Parler bien, ce n’est pas avoir de la chance."
PLAYCHESSSTARTWORDSKEY_AVATAR_4_2,Une expression raffinée.
PLAYCHESSSTARTWORDSKEY_AVATAR_5_1,De loin.
PLAYCHESSSTARTWORDSKEY_AVATAR_5_2,Le pôle.
PLAYCHESSSTARTWORDSKEY_AVATAR_6_1,Aller et venir librement.
PLAYCHESSSTARTWORDSKEY_AVATAR_6_2,Rangez librement.
PLAYCHESSSTARTWORDSKEY_AVATAR_7_1,Bras en acier.
PLAYCHESSSTARTWORDSKEY_AVATAR_7_2,Une force forte.
PLAYCHESSSTARTWORDSKEY_AVATAR_8_1,Le marchandage est la banque du marchand.
PLAYCHESSSTARTWORDSKEY_AVATAR_8_2,Tout a un prix.
PLAYCHESSSTARTWORDSKEY_AVATAR_9_1,La chaleur du soleil vous entoure.
PLAYCHESSSTARTWORDSKEY_AVATAR_9_2,Le soleil brille sur vous.
PLAYCHESSSTARTWORDSKEY_AVATAR_10_1,J’ai une bonne endurance.
PLAYCHESSSTARTWORDSKEY_AVATAR_10_2,J’ai un bon caractère.
PLAYCHESSSTARTWORDSKEY_AVATAR_11_1,J’ai beaucoup d’amis.
PLAYCHESSSTARTWORDSKEY_AVATAR_11_2,Mes Amis et moi nous réunissons souvent.
PLAYCHESSSTARTWORDSKEY_AVATAR_12_1,Osez-vous Me Défier?
PLAYCHESSSTARTWORDSKEY_AVATAR_12_2,Vous jouez avec le feu.
PLAYCHESSSTARTWORDSKEY_AVATAR_13_1,Flottant comme un obstacle à l’amour.
PLAYCHESSSTARTWORDSKEY_AVATAR_13_2,Pratiquez pendant mille ans.
PLAYCHESSSTARTWORDSKEY_AVATAR_14_1,J’ai beaucoup de frères.
PLAYCHESSSTARTWORDSKEY_AVATAR_14_2,J’ai plusieurs soeurs.
PLAYCHESSSTARTWORDSKEY_AVATAR_15_1,"Idéal ou réalité, quel est votre choix?"
PLAYCHESSSTARTWORDSKEY_AVATAR_15_2,Le poisson salé n’a pas d’idéal.
PLAYCHESSSTARTWORDSKEY_AVATAR_16_1,"Je le fais, je le fais."
PLAYCHESSSTARTWORDSKEY_AVATAR_16_2,"Large ciel et terre, large cœur."
PLAYCHESSSTARTWORDSKEY_AVATAR_17_1,Le vent est fort ici.
PLAYCHESSSTARTWORDSKEY_AVATAR_17_2,Le vent souffle violemment.
PLAYCHESSSTARTWORDSKEY_AVATAR_18_1,Parfum pruneau de froid amer.
PLAYCHESSSTARTWORDSKEY_AVATAR_18_2,La souffrance est une vie.
PLAYCHESSSTARTWORDSKEY_AVATAR_19_1,L’avenir a des arrangements pour l’avenir.
PLAYCHESSSTARTWORDSKEY_AVATAR_19_2,"Aujourd’hui, il y a des arrangements pour aujourd’hui."
PLAYCHESSSTARTWORDSKEY_AVATAR_20_1,"Sérieux, c’est une attitude."
PLAYCHESSSTARTWORDSKEY_AVATAR_20_2,Mon attitude est sérieuse et chère.
PLAYCHESSSTARTWORDSKEY_AVATAR_21_1,Le monde est vous et moi.
PLAYCHESSSTARTWORDSKEY_AVATAR_21_2,Vous et moi sommes uniques.
PLAYCHESSSTARTWORDSKEY_AVATAR_22_1,"Quand j’étais jeune, je faisais beaucoup."
PLAYCHESSSTARTWORDSKEY_AVATAR_22_2,Je suis très énergique maintenant.
PLAYCHESSSTARTWORDSKEY_AVATAR_23_1,Cultiver soi-même.
PLAYCHESSSTARTWORDSKEY_AVATAR_23_2,Examinez vous-même.
PLAYCHESSSTARTWORDSKEY_AVATAR_24_1,Hugh pour se voir.
PLAYCHESSSTARTWORDSKEY_AVATAR_24_2,"Votre propre réparation, vous le savez."
PLAYCHESSSTARTWORDSKEY_AVATAR_25_1,La couronne est en or.
PLAYCHESSSTARTWORDSKEY_AVATAR_25_2,La couronne étincelait.
PLAYCHESSSTARTWORDSKEY_AVATAR_26_1,"Une couronne éblouissante, doit également être essuyé fréquemment."
PLAYCHESSSTARTWORDSKEY_AVATAR_26_2,"La couronne est en or, ce qui représente une qualité."
PLAYCHESSSTARTWORDSKEY_AVATAR_27_1,Gagnez et perdez en tout.
